userId,movieId,tag,timestamp
2,106782,Leonardo DiCaprio,1445715051
18,5995,holocaust,1455735472
18,88094,music,1457444609
49,109487,sci-fi,1493093332
62,110,inspirational,1528152527
62,410,Christopher Lloyd,1525636622
62,2023,mafia,1525636733
62,2953,funny,1525636885
62,3114,sequel,1525636910
62,3578,Russell Crowe,1528152465
62,5388,Hilary Swank,1530310952
62,6541,captain nemo,1525554054
62,6564,heroine in tight suit,1525554441
62,7153,stylized,1528152577
62,27660,dark,1525554500
62,27808,Adam Sandler,1525554900
62,27831,stylish,1532723356
62,33162,Liam Neeson,1525554577
62,37729,gothic,1530310527
62,38061,good dialogue,1532723428
62,45447,Tom Hanks,1525637067
62,46976,emma thompson,1536874692
62,49530,corruption,1536874704
62,53464,Jessica Alba,1525554794
62,59501,Tilda Swinton,1525637603
62,60756,will ferrell,1528934379
62,63992,overrated,1528934240
62,71535,Bill Murray,1529777198
62,87430,cheesy,1525555170
62,88405,funny,1525554868
62,96861,Istanbul,1529611262
62,99114,good soundtrack,1526078785
62,103042,Amy Adams,1525555328
62,108190,anti-intellectual,1525554841
62,111743,Charlize Theron,1530471420
62,114180,survival,1525554456
62,115149,secret society,1528152258
62,119141,bromance,1525555146
62,122912,Guardians of the Galaxy,1526029015
62,128360,Dialogue,1526078902
62,135133,dystopia,1525637480
62,135518,ethics,1530471346
62,135536,dc comics,1525555080
62,135536,Margot Robbie,1525555073
62,136864,ben affleck,1525555223
62,139385,survival,1526079019
62,158966,Viggo Mortensen,1526076342
62,174053,Dystopia,1525637341
62,179401,funny,1528934536
62,187593,Ryan Reynolds,1527274092
103,260,EPIC,1431954312
112,260,engrossing adventure,1442535673
119,115149,killer,1437763143
125,1726,Kevin Costner,1474483317
125,5088,irreverent,1474592207
125,7022,social commentary,1474381788
125,8957,clever,1474382019
125,58301,dark humor,1474381561
125,100083,sarcasm,1474377015
132,3556,sofia coppola,1163148016
166,293,Jean Reno,1188774487
177,115617,very funny,1435523876
184,3793,comic book,1537094359
184,4226,twist ending,1537094447
184,6283,amazing artwork,1537094506
184,193565,anime,1537098582
193,4878,cult film,1435857131
193,7147,surreal,1435857020
205,260,oldie but goodie,1519899101
274,68319,comic book,1241762577
291,102007,animation,1453135047
305,34405,predictable,1520284921
318,6400,documentary,1315333136
318,68954,Bechdel Test:Fail,1266408641
318,71494,Narrative pisstake,1426783741
318,90769,mediacentralism,1422524320
318,118784,remix culture,1420400992
327,1923,Ben Stiller,1234789755
336,552,knights,1139045825
341,260,ROBOTS AND ANDROIDS,1439750956
357,39,funny,1348627869
357,2762,Atmospheric,1348626902
357,4370,artificial intelligence,1348628638
357,7451,clever,1348627907
357,55290,Casey Affleck,1348627116
357,91529,great ending,1348626779
419,98961,terrorism,1362867303
424,50,twist ending,1457842306
424,223,cynical,1457844066
424,260,Star Wars,1457900775
424,296,drugs,1457844550
424,589,nuclear war,1457844861
424,628,edward norton,1457843774
424,1089,stylized,1457844737
424,1198,indiana jones,1457901132
424,1200,space craft,1457901274
424,1240,artificial intelligence,1457901313
424,1258,Horror,1457843352
424,1343,Martin Scorsese,1457846252
424,1704,inspirational,1457844971
424,2160,Atmospheric,1457843300
424,2571,martial arts,1457842912
424,2700,south park,1457844407
424,3176,disturbing,1457845029
424,3186,asylum,1457846005
424,3499,scary,1457846295
424,3911,satire,1457844176
424,4816,comedy,1457846970
424,4993,Magic,1457901158
424,6188,comedy,1457846098
424,8950,powerful ending,1457842857
424,34323,Rob Zombie,1457902355
424,53127,based on a play,1457923334
424,66097,claymation,1457844468
424,68157,Christoph Waltz,1457844660
424,74458,Psychological Thriller,1457843113
424,81562,stranded,1457901404
424,102903,overcomplicated,1457845593
424,104879,morality,1457846368
424,106489,too long,1457901201
424,112556,annoying,1457845088
439,98809,Myth,1436944141
474,5,pregnancy,1137373903
474,17,Jane Austen,1137181153
474,31,high school,1137375502
474,39,Emma,1138137492
474,47,serial killer,1137206452
474,101,crime,1138137460
474,150,moon,1137205234
474,199,Made me cry,1137203124
474,232,In Netflix queue,1137201027
474,252,Einstein,1137374021
474,262,India,1137206203
474,290,In Netflix queue,1137201907
474,318,prison,1137205060
474,342,Australia,1138137593
474,356,shrimp,1137375519
474,377,bus,1137206476
474,454,John Grisham,1137181658
474,488,sexuality,1137375570
474,515,Butler,1137202599
474,529,chess,1137181705
474,551,Christmas,1137375615
474,590,American Indians,1137180976
474,608,Coen Brothers,1137180968
474,671,spoof,1138137597
474,748,aliens,1138137820
474,832,kidnapping,1137374242
474,902,Capote,1138137849
474,910,men in drag,1137191481
474,918,1900s,1138137949
474,924,space,1137368035
474,931,amnesia,1138137999
474,944,Shangri-La,1137207008
474,952,race,1137375685
474,969,missionary,1137202249
474,1006,death penalty,1138137880
474,1028,Disney,1137375815
474,1042,Music,1137203070
474,1080,religion,1137375841
474,1089,violence,1137207100
474,1103,1950s,1137207088
474,1147,boxing,1137201093
474,1183,adultery,1137374103
474,1196,I am your father,1137202639
474,1200,space,1138137801
474,1209,spaghetti western,1138137976
474,1214,aliens,1137766234
474,1225,Mozart,1137181247
474,1235,May-December romance,1137206961
474,1246,High School,1137191334
474,1258,Stephen King,1137181824
474,1269,murder,1138137828
474,1282,Disney,1137375752
474,1291,Holy Grail,1137206982
474,1302,baseball,1138137903
474,1345,prom,1137784649
474,1361,In Netflix queue,1137201059
474,1377,superhero,1137374089
474,1398,Hemingway,1137374949
474,1423,In Netflix queue,1137202085
474,1496,Tolstoy,1137191560
474,1569,weddings,1138031775
474,1635,1970s,1137191612
474,1674,Amish,1137521041
474,1719,Canada,1139838573
474,1810,politics,1137374994
474,1913,Australia,1137191654
474,1942,In Netflix queue,1137201047
474,1953,drugs,1137368199
474,1959,Africa,1138031923
474,1979,Jason,1137373625
474,2006,Mexico,1138031745
474,2058,police,1138032116
474,2071,In Netflix queue,1137200442
474,2100,mermaid,1137191808
474,2139,mice,1137521184
474,2186,murder,1137205604
474,2243,journalism,1137205380
474,2295,Screwball,1137202461
474,2334,terrorism,1138032178
474,2391,heist,1138032185
474,2421,martial arts,1137374406
474,2467,religion,1140703344
474,2506,disability,1137374460
474,2572,Shakespeare sort of,1137374893
474,2628,the Force,1138032197
474,2692,alternate endings,1138032166
474,2719,remake,1137373916
474,2750,nostalgia,1137443255
474,2797,children,1138032265
474,2872,King Arthur,1137191745
474,2935,gambling,1138032373
474,2966,brothers,1138032507
474,3007,In Netflix queue,1137201930
474,3052,religion,1137191859
474,3087,new york,1137271222
474,3111,racism,1138032385
474,3174,Andy Kaufman,1137191943
474,3211,a dingo ate my baby,1137191854
474,3270,figure skating,1137375084
474,3317,writing,1138032548
474,3386,politics,1137191934
474,3429,aardman,1140626569
474,3461,island,1138032377
474,3489,Peter Pan,1137191920
474,3528,psychiatrist,1137374751
474,3556,suicide,1138032871
474,3683,Coen Brothers,1137521124
474,3811,court,1138032584
474,3897,music,1137205322
474,3967,ballet,1137191989
474,4019,writing,1138032630
474,4105,zombies,1137374672
474,4171,Eugene O'Neill,1137192041
474,4194,In Netflix queue,1137201575
474,4226,Backwards. memory,1137191263
474,4312,In Netflix queue,1137202173
474,4361,men in drag,1138032838
474,4476,twins,1137374622
474,4546,kidnapping,1138032855
474,4639,Hollywood,1137375071
474,4808,remake,1137374805
474,4857,Tradition!,1137192017
474,4920,psychology,1138039319
474,4993,Tolkein,1137181125
474,5064,Dumas,1138039163
474,5238,In Netflix queue,1137202052
474,5353,blind,1137784621
474,5450,sisterhood,1138039255
474,5502,aliens,1137206065
474,5577,adolescence,1138039226
474,5644,baseball,1138039381
474,5721,In Netflix queue,1137200976
474,5816,Wizards,1137205882
474,5954,nightclub,1138039070
474,6002,drugs,1138307168
474,6027,In Netflix queue,1137200848
474,6101,South America,1137900975
474,6178,race,1138039358
474,6201,England,1137191244
474,6238,immigrants,1138307096
474,6281,crime,1138307249
474,6305,Ray Bradbury,1137181490
474,6333,superhero,1137205082
474,6368,movies,1138307051
474,6385,Girl Power,1137202810
474,6454,Nazis,1138307204
474,6545,Dodie Smith,1137181524
474,6609,Bible,1138307089
474,6662,Clousseau,1137375266
474,6713,In Netflix queue,1137201914
474,6773,biking,1138307369
474,6807,british comedy,1138307193
474,6852,death penalty,1138307125
474,6874,revenge,1138039672
474,6936,christmas,1138039581
474,6981,religion,1138039909
474,7025,In Netflix queue,1137179593
474,7062,prison,1138039535
474,7087,E.M. Forster,1138039751
474,7141,In Netflix queue,1137201569
474,7212,men in drag,1138039664
474,7301,religion,1137521429
474,7440,Holocaust,1142279175
474,7618,biopic,1137201647
474,7705,sports,1137521641
474,7831,Nick and Nora Charles,1137201638
474,7932,Homeless,1137271192
474,8011,politics,1143998541
474,8188,Not available from Netflix,1137179956
474,8275,In Netflix queue,1137201789
474,8368,Magic,1137202784
474,8463,deafness,1138040133
474,8609,In Netflix queue,1137179727
474,8714,Cole Porter,1137375425
474,8874,zombies,1138040225
474,8920,Oscar (Best Actress),1142282522
474,8961,Disney,1138040115
474,25825,revenge,1137205843
474,26131,In Netflix queue,1137200982
474,27790,saints,1138040326
474,30749,genocide,1137205917
474,31030,motherhood,1138040311
474,32582,birds,1138804206
474,33493,space opera,1137206087
474,34542,Animal movie,1138039000
474,36535,In Netflix queue,1137201162
474,38061,In Netflix queue,1137179624
474,40583,In Netflix queue,1137200527
474,42740,In Netflix queue,1138804237
477,32,twist ending,1242494302
477,541,atmospheric,1262795768
477,593,gothic,1241396378
477,832,GIVE ME BACK MY SON!,1269832636
477,904,James Stewart,1242577056
477,1089,humorous,1242494883
477,1196,music,1262795815
477,1222,anti-war,1242494925
477,2706,best comedy,1244707216
477,2761,animation,1244787872
477,3527,dialogue,1269832605
477,3994,father-son relationship,1241396313
477,4454,free to download,1245030175
477,4878,dreamlike,1242494462
477,5459,first was much better,1262795632
477,8783,Atmospheric,1242580424
477,45499,Hugh Jackman,1262795972
477,47610,costume drama,1242580608
477,54503,Michael Cera,1244566094
477,56174,based on a book,1262795681
477,56367,notable soundtrack,1244566156
477,57669,friendship,1269832567
477,60069,social commentary,1241396236
477,61323,satire,1269832497
477,66934,Nathan Fillion,1244788378
477,67087,Jason Segel,1269833863
477,68319,hugh jackman,1262795892
477,68358,Simon Pegg,1245030316
477,68791,Christian Bale,1262795846
477,68945,Recap,1246349071
477,69757,artistic,1279956134
477,70286,intelligent sci-fi,1250476969
477,72998,sci-fi,1262707551
477,79702,Michael Cera,1282923853
477,82461,soundtrack,1296891203
509,80834,animation,1435992979
533,356,lieutenant dan,1424753866
537,2329,edward norton,1424141449
537,5989,intelligent,1424139627
537,8533,sad,1424141974
537,69122,casino,1424140307
537,72998,music,1424140259
537,79132,complicated,1424140133
537,79132,psychology,1424140162
537,80906,corruption,1424461848
537,89745,superhero team,1424140598
537,90439,suspense,1424141005
537,97304,Thrilling,1424138560
537,104841,visually appealing,1424140838
567,101,off-beat comedy,1525287216
567,541,dreamlike,1525286588
567,1203,earnest,1525283658
567,1237,existentialism,1525286523
567,1260,oninous,1525285670
