userId,movieId,rating,timestamp
1,552,4.0,964982653
1,1089,5.0,964982951
1,1258,3.0,964983414
1,1552,4.0,964982620
1,1954,5.0,964982176
1,2096,4.0,964982838
1,2329,5.0,964983263
1,2528,3.0,964982328
1,2700,5.0,964980985
1,2991,5.0,964982271
1,3439,4.0,964981799
1,3744,4.0,964980694
2,71535,3.0,1445714974
2,122882,5.0,1445715272
3,1587,4.5,1306464003
3,5764,4.5,1306464021
4,125,5.0,964622758
4,345,4.0,945629063
4,593,5.0,964539986
4,914,5.0,945079670
4,1103,5.0,964539723
4,1265,4.0,964622684
4,1641,4.0,964622758
4,1947,5.0,945079653
4,2336,2.0,964538964
4,2770,2.0,945173553
4,3175,1.0,964538930
4,3851,5.0,986849180
4,4166,3.0,986848700
4,4967,5.0,1007569424
5,266,1.0,847435311
5,515,3.0,847435129
6,5,5.0,845553938
6,27,3.0,845555402
6,66,3.0,845555151
6,113,3.0,845556257
6,168,5.0,845553695
6,205,3.0,845555477
6,236,4.0,845553559
6,265,3.0,845553726
6,293,3.0,845553660
6,332,3.0,845555046
6,354,4.0,845555402
6,377,5.0,845553317
6,437,3.0,845554505
6,480,5.0,845553200
6,520,3.0,845553844
6,575,3.0,845555070
6,631,4.0,845555265
6,747,3.0,845555046
6,842,3.0,845555675
6,1042,3.0,845556462
7,480,5.0,1106635917
7,1210,4.0,1106635965
7,2324,2.0,1106712559
7,3623,1.0,1106712541
7,4886,4.0,1106636531
7,5991,4.5,1106712818
7,8636,4.5,1106636511
7,8972,2.5,1111552650
7,37741,3.5,1162163504
8,10,2.0,839463509
8,235,3.0,839464076
8,432,1.0,839463702
9,223,4.0,1044656650
9,2901,2.0,1044656716
9,5872,3.0,1044656962
10,912,4.0,1455302254
10,4447,4.5,1455398321
10,7153,4.0,1455356347
10,30749,3.5,1455398096
10,56367,3.5,1455301825
10,70183,3.0,1455357636
10,81845,5.0,1455302591
10,95543,3.5,1455399376
10,112006,4.0,1455398144
11,165,3.0,902154567
11,493,3.0,902154805
11,1408,5.0,902154383
11,1840,4.0,901200111
12,830,4.0,1247263452
12,3668,5.0,1247264220
13,1721,4.0,987456818
13,3893,3.0,987895651
14,110,5.0,835441107
14,376,4.0,835441620
14,553,4.0,835441239
15,318,5.0,1510571866
15,1240,4.0,1510572646
15,2571,4.0,1510571744
15,4018,4.0,1299425113
15,6874,3.0,1510572077
15,64614,4.0,1510572137
15,96610,3.0,1510572815
15,122882,2.0,1510572126
16,111,4.5,1377477446
16,858,2.5,1377476772
16,1201,3.0,1377477410
16,1281,3.0,1377477580
16,2959,3.5,1377476874
16,5782,4.0,1377477435
17,1,4.5,1305696483
17,590,4.5,1305696492
17,1196,5.0,1305696635
17,1263,4.0,1305696254
17,2717,3.5,1305696306
17,5782,4.0,1305696779
17,64839,3.5,1322629112
18,47,4.5,1455050013
18,293,4.5,1455050049
18,457,3.5,1477432493
18,628,3.5,1459495567
18,1020,3.5,1456955800
18,1208,3.5,1455051397
18,1252,4.0,1457565435
18,1580,3.5,1455748435
18,1924,2.5,1456875333
18,2291,4.0,1455748560
18,2706,3.5,1455231410
18,3702,3.5,1457382557
18,4728,3.0,1457005711
18,5464,4.0,1458669462
18,6365,3.5,1455750315
18,7018,3.5,1486854151
18,8368,3.5,1456923938
18,27773,3.5,1455050621
18,37729,4.0,1455049923
18,47200,3.0,1455655111
18,53996,3.0,1455749279
18,59615,2.5,1455231357
18,68157,3.5,1455059756
18,73017,4.5,1455749266
18,79293,3.0,1478366123
18,88094,3.0,1457352482
18,97752,3.5,1455617979
18,106487,4.0,1455051107
18,114066,4.0,1466968153
18,134130,4.5,1456693665
18,159093,3.5,1513378355
19,2,3.0,965704331
19,70,2.0,965704974
19,186,2.0,965707724
19,295,3.0,965708038
19,356,2.0,965706045
19,414,2.0,965706886
19,472,2.0,965707518
19,542,2.0,965707983
19,637,2.0,965708098
19,742,3.0,965711994
19,839,1.0,965712018
19,924,3.0,965712377
19,1057,3.0,965706795
19,1196,4.0,965703555
19,1267,3.0,965710521
19,1347,2.0,965704974
19,1394,3.0,965705619
19,1517,3.0,965705845
19,1590,1.0,965711946
19,1676,2.0,965709622
19,1783,1.0,965711649
19,1888,2.0,965707419
19,1963,3.0,965705725
19,2012,3.0,965703915
19,2053,2.0,965704056
19,2111,3.0,965706140
19,2169,2.0,965707889
19,2255,2.0,965706615
19,2355,3.0,965705896
19,2418,2.0,965707101
19,2490,3.0,965711184
19,2606,4.0,965705117
19,2700,4.0,965705845
19,2788,2.0,965705822
19,2883,3.0,965706068
19,3005,2.0,965711873
19,3070,5.0,965703674
19,3213,4.0,965708982
19,3300,3.0,965703299
19,3400,3.0,965709047
19,3483,2.0,965704652
19,3551,3.0,965710781
19,3698,2.0,965703756
19,3763,3.0,965711184
20,13,4.0,1054038425
20,596,4.5,1054038175
20,1021,2.0,1054038421
20,1380,5.0,1054147442
20,2054,2.5,1054036164
20,2140,4.0,1054038148
20,2746,4.5,1054147419
20,3398,5.0,1054038201
20,3744,1.0,1054147299
20,3994,2.5,1054037305
20,4232,0.5,1054037511
20,4519,3.5,1054038247
20,4896,4.5,1054037243
20,5313,0.5,1054147317
20,5693,4.0,1054147413
21,1,3.5,1407618878
21,367,3.0,1407617838
21,745,3.0,1412968166
21,1291,4.0,1417378089
21,2011,5.0,1417378095
21,2529,4.0,1412967877
21,2947,4.5,1403460424
21,3489,3.5,1419794797
21,4040,2.5,1419794718
21,5218,4.0,1407617661
21,6155,3.5,1500702115
21,7573,5.0,1403459786
21,30816,3.0,1418063364
21,39715,2.5,1376823734
21,50872,3.5,1452051990
21,58998,4.5,1441393230
21,68793,3.5,1419794523
21,74789,2.5,1423422284
21,81591,1.0,1418846850
21,91529,3.5,1418063237
21,97913,2.0,1468114333
21,103384,4.0,1403460773
21,106540,2.5,1403460178
21,109723,3.5,1403460128
21,114180,3.5,1468113309
21,119155,3.5,1419794090
21,135133,3.5,1452051811
21,149380,1.5,1452051859
22,541,5.0,1268726271
22,3481,0.5,1268726778
22,4903,4.0,1268727442
22,6539,2.5,1268727433
22,30749,0.5,1268726523
22,48780,4.0,1268726262
22,59315,0.5,1268727313
22,72998,3.5,1268726172
23,608,3.5,1107162895
23,1175,4.0,1107163646
23,1237,4.0,1107162947
23,1859,3.5,1107163015
23,3030,3.0,1107164365
23,5618,4.0,1107163683
23,7099,4.0,1107163471
24,296,4.0,1458942020
24,1297,3.0,1458943989
24,2421,3.5,1458941291
24,4995,3.5,1458940973
24,34437,3.5,1458941506
24,61132,3.0,1458941827
24,102407,3.5,1458941328
25,4993,5.0,1535470421
25,180095,5.0,1535470476
26,349,3.0,836950286
27,238,3.0,962685525
27,780,3.0,962686571
27,1083,4.0,965149552
27,1270,5.0,965151115
27,1920,2.0,962685711
27,2151,5.0,965150942
27,2709,3.0,962685711
27,3451,5.0,965149512
28,16,2.5,1234570375
28,253,3.0,1242033136
28,456,2.0,1235806094
28,592,2.5,1234516064
28,899,2.0,1234334934
28,1197,2.5,1243837364
28,1234,3.0,1234569526
